molecule	log2FC	p	p_FDR	Regulation
300	0.0			Not significant
301	3.3858371886861955	0.0011539046637154293		Up
302	2.6171431083027668	0.15441007669722284		Not significant
303	3.335172563247119	0.0013655878931231368		Up
304	2.627149074544144	0.0014054305728425005		Up
305	-1.2451201402804772	0.11204672693485714		Not significant
306	-0.8571122562879322	0.2043889077912206		Not significant
307	4.708679209304542	0.11216750574843805		Not significant
308	-2.245398438848395	0.0670559884114892		Not significant
309	-3.433721736047917	0.04573390784926231		Down
310	0.0			Not significant
311	1.0290428246983028	0.2568518037783877		Not significant
312	1.5701467191740974	0.10297147212767459		Not significant
313	1.3013626711949284	0.12762579436268556		Not significant
314	0.0			Not significant
315	-4.631807212551032	0.16156804392026622		Not significant
316	-31.53291558552805	0.3739009663000589		Not significant
317	2.304785212595218	0.185505016296062		Not significant
318	-37.16012820268123	0.09982355916929904		Not significant
319	0.0			Not significant
320	1.0754379556251137	0.3995602992723181		Not significant
321	-4.116237242839548	0.018370077642867588		Down
322	3.1447733985935025	0.18359280579416642		Not significant
323	-5.1824351195966765	0.01098029759741089		Down
324	-39.29119148912699	0.04164516908705033		Down
325	5.42474131193671	0.2611332042876576		Not significant
326	0.09557104574481771	0.9089432780687047		Not significant
327	4.451304586060838	0.0038867923478783538		Up
328	-38.23343704810341	0.06530690317281354		Not significant
329	6.216368751794029	0.1306807400488697		Not significant
330	0.0			Not significant
331	-41.63972768571047	0.03384962488576895		Down
332	-43.742970539898884	0.00707635425102712		Down
333	-42.43667963039435	0.004987232186226303		Down
334	-40.080204443597	0.004262450995198953		Down
335	-39.18964970535673	0.010016072962204246		Down
336	-3.6182244483159023	0.04079239523700558		Down
337	1.7736466412504528	0.009433574452183239		Up
338	-0.28588074281711673	0.6385882889559281		Not significant
339	3.4716841641528466	0.0007740072259136703		Up
340	2.9076825388744996	0.0005439481383724541		Up
341	-39.3943701142391	0.010586589544120397		Down
342	-37.06495953311442	0.03442424427618563		Down
343	1.1446119467053735	0.35122893097965857		Not significant
344	1.0826419358558241	0.15674931062544414		Not significant
345	0.0			Not significant
346	4.238661463824336	0.0902520190072539		Not significant
